crop,month,year,price
cotton,9,2008,57.4
cotton,10,2008,60.26
cotton,11,2008,64.96
cotton,12,2008,59.73
cotton,1,2009,52.96
cotton,2,2009,68.71
cotton,3,2009,72.45
cotton,4,2009,59.69
cotton,5,2009,51.83
cotton,6,2009,47.7
cotton,7,2009,49.02
cotton,8,2009,59.29
cotton,9,2009,56.06
cotton,10,2009,66.08
cotton,11,2009,54.08
cotton,12,2009,63.34
cotton,1,2010,63.32
cotton,2,2010,62.98
cotton,3,2010,69.18
cotton,4,2010,58.59
cotton,5,2010,60.15
cotton,6,2010,51.02
cotton,7,2010,52.18
cotton,8,2010,56.71
cotton,9,2010,59.35
cotton,10,2010,66.22
cotton,11,2010,65.58
cotton,12,2010,64.24
cotton,1,2011,74.11
cotton,2,2011,75.09
cotton,3,2011,75.08
cotton,4,2011,71.87
cotton,5,2011,63.51
cotton,6,2011,62.88
cotton,7,2011,58.78
cotton,8,2011,56.5
cotton,9,2011,67.55
cotton,10,2011,80.94
cotton,11,2011,71.3
cotton,12,2011,67.99
cotton,1,2012,75.3
cotton,2,2012,74.77
cotton,3,2012,79.75
cotton,4,2012,83.71
cotton,5,2012,63.16
cotton,6,2012,55.93
cotton,7,2012,59.56
cotton,8,2012,61.8
cotton,9,2012,78.35
cotton,10,2012,76.4
cotton,11,2012,70.05
cotton,12,2012,78.02
cotton,1,2013,87.87
cotton,2,2013,92.01
cotton,3,2013,85.4
cotton,4,2013,71.52
cotton,5,2013,73.68
cotton,6,2013,68.57
cotton,7,2013,68.07
cotton,8,2013,73.6
cotton,9,2013,69.47
cotton,10,2013,88.37
cotton,11,2013,77.89
cotton,12,2013,85.34
cotton,1,2014,85.34
cotton,2,2014,78.49
cotton,3,2014,101.34
cotton,4,2014,81.01
cotton,5,2014,85.51
cotton,6,2014,73.16
cotton,7,2014,73.35
cotton,8,2014,79.01
cotton,9,2014,62.15
cotton,10,2014,85.75
cotton,11,2014,82.29
cotton,12,2014,93.45
cotton,1,2015,79.85
cotton,2,2015,86.19
cotton,3,2015,106.3
cotton,4,2015,93.49
cotton,5,2015,92.45
cotton,6,2015,89.45
cotton,7,2015,73.89
cotton,8,2015,77.74
cotton,9,2015,89.14
cotton,10,2015,99.27
cotton,11,2015,99.08
cotton,12,2015,102.93
cotton,1,2016,74.49
cotton,2,2016,93.49
cotton,3,2016,81.41
cotton,4,2016,70.89
cotton,5,2016,74.78
cotton,6,2016,76.88
cotton,7,2016,68.7
cotton,8,2016,61.88
cotton,9,2016,77.23
cotton,10,2016,79.18
cotton,11,2016,94.24
cotton,12,2016,87.46
cotton,1,2017,100.83
cotton,2,2017,112.45
cotton,3,2017,111.13
cotton,4,2017,113.3
cotton,5,2017,104.51
cotton,6,2017,91.08
cotton,7,2017,90.09
cotton,8,2017,91.06
cotton,9,2017,85.28
cotton,10,2017,95.48
cotton,11,2017,111.85
cotton,12,2017,115.39
cotton,1,2018,109.53
cotton,2,2018,107.34
cotton,3,2018,118.59
cotton,4,2018,99.36
cotton,5,2018,100.81
cotton,6,2018,82.41
cotton,7,2018,78.37
cotton,8,2018,95.96
cotton,9,2018,102.46
cotton,10,2018,101.33
cotton,11,2018,113.04
cotton,12,2018,109.9
cotton,1,2019,112.68
cotton,2,2019,118.08
cotton,3,2019,116.68
cotton,4,2019,104.81
cotton,5,2019,94.51
cotton,6,2019,93.69
cotton,7,2019,91.19
cotton,8,2019,74.94
cotton,9,2019,98.25
cotton,10,2019,96.43
cotton,11,2019,117.44
cotton,12,2019,106.57
cotton,1,2020,93.15
cotton,2,2020,95.4
cotton,3,2020,94.33
cotton,4,2020,96.59
cotton,5,2020,90.03
cotton,6,2020,79.56
cotton,7,2020,76.87
cotton,8,2020,97.13
cotton,9,2020,84.52
cotton,10,2020,94.6
cotton,11,2020,98.44
cotton,12,2020,117.57
cotton,1,2021,128.73
cotton,2,2021,131.03
cotton,3,2021,134.76
cotton,4,2021,168.35
cotton,5,2021,126.73
cotton,6,2021,134.24
cotton,7,2021,126.9
cotton,8,2021,116.74
cotton,9,2021,116.55
cotton,10,2021,137.57
cotton,11,2021,151.04
cotton,12,2021,163.74
cotton,1,2022,148.77
cotton,2,2022,165.82
cotton,3,2022,137.48
cotton,4,2022,151.61
cotton,5,2022,134.76
cotton,6,2022,137.04
cotton,7,2022,118.19
cotton,8,2022,133.06
cotton,9,2022,140.77
cotton,10,2022,149.79
cotton,11,2022,154.95
cotton,12,2022,176.39
cotton,1,2023,125.7
cotton,2,2023,152.12
cotton,3,2023,150.75
cotton,4,2023,127.56
cotton,5,2023,123.08
cotton,6,2023,132.78
cotton,7,2023,112.43
cotton,8,2023,116.02
cotton,9,2023,124.89
cotton,10,2023,125.2
cotton,11,2023,131.1
cotton,12,2023,140.34
cotton,1,2024,154.67
cotton,2,2024,163.86
cotton,3,2024,153.96
cotton,4,2024,157.1
cotton,5,2024,130.17
cotton,6,2024,128.81
cotton,7,2024,122.69
cotton,8,2024,115.55
cotton,9,2024,144.95
cotton,10,2024,166.1
cotton,11,2024,137.68
cotton,12,2024,154.42
garlic,1,2000,33.2
garlic,2,2000,35.26
garlic,3,2000,39.94
garlic,4,2000,35.32
garlic,5,2000,40.93
garlic,6,2000,34.51
garlic,7,2000,44.25
garlic,8,2000,37.12
garlic,9,2000,36.71
garlic,10,2000,43.82
garlic,11,2000,37.17
garlic,12,2000,39.03
garlic,1,2001,37.31
garlic,2,2001,39.88
garlic,3,2001,35.18
garlic,4,2001,38.23
garlic,5,2001,32.28
garlic,6,2001,34.86
garlic,7,2001,42.77
garlic,8,2001,43.66
garlic,9,2001,34.39
garlic,10,2001,27.96
garlic,11,2001,32.4
garlic,12,2001,37.93
garlic,1,2002,51.42
garlic,2,2002,70.34
garlic,3,2002,47.01
garlic,4,2002,44.84
garlic,5,2002,90.69
garlic,6,2002,57.91
garlic,7,2002,54.98
garlic,8,2002,54.07
garlic,9,2002,56.49
garlic,10,2002,51.12
garlic,11,2002,53.82
garlic,12,2002,53.79
garlic,1,2003,38.55
garlic,2,2003,39.76
garlic,3,2003,32.95
garlic,4,2003,41.44
garlic,5,2003,45.92
garlic,6,2003,59.61
garlic,7,2003,43.38
garlic,8,2003,47.69
garlic,9,2003,39.41
garlic,10,2003,38.21
garlic,11,2003,44.03
garlic,12,2003,44.6
garlic,1,2004,36.65
garlic,2,2004,27.92
garlic,3,2004,36.51
garlic,4,2004,36.0
garlic,5,2004,31.53
garlic,6,2004,42.72
garlic,7,2004,55.29
garlic,8,2004,40.39
garlic,9,2004,53.37
garlic,10,2004,31.55
garlic,11,2004,41.62
garlic,12,2004,29.13
garlic,1,2005,56.82
garlic,2,2005,47.87
garlic,3,2005,55.57
garlic,4,2005,42.26
garlic,5,2005,61.21
garlic,6,2005,39.85
garlic,7,2005,60.13
garlic,8,2005,66.63
garlic,9,2005,53.49
garlic,10,2005,65.88
garlic,11,2005,48.82
garlic,12,2005,51.93
garlic,1,2006,50.67
garlic,2,2006,50.32
garlic,3,2006,43.44
garlic,4,2006,43.0
garlic,5,2006,89.25
garlic,6,2006,56.76
garlic,7,2006,50.84
garlic,8,2006,56.2
garlic,9,2006,52.45
garlic,10,2006,38.22
garlic,11,2006,60.05
garlic,12,2006,49.36
garlic,1,2007,63.14
garlic,2,2007,52.54
garlic,3,2007,36.17
garlic,4,2007,64.64
garlic,5,2007,54.02
garlic,6,2007,65.42
garlic,7,2007,73.75
garlic,8,2007,57.08
garlic,9,2007,60.42
garlic,10,2007,46.04
garlic,11,2007,59.8
garlic,12,2007,72.59
garlic,1,2008,60.35
garlic,2,2008,55.81
garlic,3,2008,50.8
garlic,4,2008,47.83
garlic,5,2008,47.12
garlic,6,2008,55.22
garlic,7,2008,55.95
garlic,8,2008,60.59
garlic,9,2008,62.05
garlic,10,2008,57.42
garlic,11,2008,67.98
garlic,12,2008,70.35
garlic,1,2009,109.26
garlic,2,2009,92.35
garlic,3,2009,87.25
garlic,4,2009,79.7
garlic,5,2009,99.18
garlic,6,2009,92.46
garlic,7,2009,102.15
garlic,8,2009,119.33
garlic,9,2009,114.28
garlic,10,2009,108.48
garlic,11,2009,76.0
garlic,12,2009,106.88
garlic,1,2010,40.26
garlic,2,2010,71.14
garlic,3,2010,76.79
garlic,4,2010,74.35
garlic,5,2010,59.83
garlic,6,2010,93.77
garlic,7,2010,90.32
garlic,8,2010,59.84
garlic,9,2010,68.8
garlic,10,2010,69.11
garlic,11,2010,66.32
garlic,12,2010,54.78
garlic,1,2011,54.98
garlic,2,2011,84.79
garlic,3,2011,60.21
garlic,4,2011,77.58
garlic,5,2011,119.75
garlic,6,2011,92.31
garlic,7,2011,84.79
garlic,8,2011,86.35
garlic,9,2011,92.48
garlic,10,2011,64.08
garlic,11,2011,89.99
garlic,12,2011,75.51
garlic,1,2012,96.23
garlic,2,2012,76.36
garlic,3,2012,80.31
garlic,4,2012,97.79
garlic,5,2012,112.24
garlic,6,2012,96.36
garlic,7,2012,99.32
garlic,8,2012,116.1
garlic,9,2012,113.65
garlic,10,2012,92.0
garlic,11,2012,85.49
garlic,12,2012,124.52
garlic,1,2013,55.89
garlic,2,2013,79.45
garlic,3,2013,60.29
garlic,4,2013,68.72
garlic,5,2013,84.77
garlic,6,2013,71.6
garlic,7,2013,73.8
garlic,8,2013,64.17
garlic,9,2013,62.83
garlic,10,2013,73.7
garlic,11,2013,65.87
garlic,12,2013,126.91
garlic,1,2014,99.57
garlic,2,2014,84.67
garlic,3,2014,91.86
garlic,4,2014,75.04
garlic,5,2014,97.79
garlic,6,2014,117.07
garlic,7,2014,123.26
garlic,8,2014,102.58
garlic,9,2014,72.24
garlic,10,2014,59.11
garlic,11,2014,92.32
garlic,12,2014,83.76
garlic,1,2015,147.3
garlic,2,2015,133.38
garlic,3,2015,93.32
garlic,4,2015,146.09
garlic,5,2015,139.6
garlic,6,2015,97.71
garlic,7,2015,115.4
garlic,8,2015,138.85
garlic,9,2015,107.01
garlic,10,2015,144.67
garlic,11,2015,134.65
garlic,12,2015,116.32
garlic,1,2016,78.94
garlic,2,2016,98.64
garlic,3,2016,75.45
garlic,4,2016,77.68
garlic,5,2016,87.47
garlic,6,2016,87.29
garlic,7,2016,97.46
garlic,8,2016,96.82
garlic,9,2016,100.81
garlic,10,2016,77.68
garlic,11,2016,94.81
garlic,12,2016,97.72
garlic,1,2017,179.6
garlic,2,2017,113.59
garlic,3,2017,94.71
garlic,4,2017,103.03
garlic,5,2017,148.74
garlic,6,2017,167.29
garlic,7,2017,145.27
garlic,8,2017,135.83
garlic,9,2017,140.94
garlic,10,2017,146.08
garlic,11,2017,119.15
garlic,12,2017,122.63
garlic,1,2018,123.83
garlic,2,2018,145.13
garlic,3,2018,134.22
garlic,4,2018,116.34
garlic,5,2018,127.75
garlic,6,2018,135.74
garlic,7,2018,119.45
garlic,8,2018,146.13
garlic,9,2018,111.12
garlic,10,2018,128.5
garlic,11,2018,120.34
garlic,12,2018,124.62
garlic,1,2019,109.17
garlic,2,2019,102.32
garlic,3,2019,175.5
garlic,4,2019,131.53
garlic,5,2019,160.34
garlic,6,2019,154.91
garlic,7,2019,213.27
garlic,8,2019,180.12
garlic,9,2019,260.29
garlic,10,2019,118.03
garlic,11,2019,195.54
garlic,12,2019,132.47
garlic,1,2020,96.31
garlic,2,2020,108.87
garlic,3,2020,109.18
garlic,4,2020,116.19
garlic,5,2020,142.25
garlic,6,2020,145.39
garlic,7,2020,135.44
garlic,8,2020,111.16
garlic,9,2020,122.82
garlic,10,2020,104.53
garlic,11,2020,121.36
garlic,12,2020,113.55
garlic,1,2021,183.71
garlic,2,2021,188.85
garlic,3,2021,153.34
garlic,4,2021,172.61
garlic,5,2021,166.94
garlic,6,2021,201.05
garlic,7,2021,258.09
garlic,8,2021,146.68
garlic,9,2021,146.02
garlic,10,2021,148.7
garlic,11,2021,195.63
garlic,12,2021,129.74
garlic,1,2022,154.14
garlic,2,2022,179.09
garlic,3,2022,163.1
garlic,4,2022,198.69
garlic,5,2022,232.2
garlic,6,2022,221.89
garlic,7,2022,242.2
garlic,8,2022,217.59
garlic,9,2022,212.16
garlic,10,2022,158.34
garlic,11,2022,216.86
garlic,12,2022,232.64
garlic,1,2023,145.38
garlic,2,2023,242.34
garlic,3,2023,167.82
garlic,4,2023,173.15
garlic,5,2023,209.99
garlic,6,2023,278.01
garlic,7,2023,237.51
garlic,8,2023,144.31
garlic,9,2023,227.26
garlic,10,2023,202.18
garlic,11,2023,200.21
garlic,12,2023,258.28
garlic,1,2024,132.27
garlic,2,2024,183.94
garlic,3,2024,168.33
garlic,4,2024,211.5
garlic,5,2024,177.26
garlic,6,2024,239.74
garlic,7,2024,186.22
garlic,8,2024,172.04
garlic,9,2024,171.49
garlic,10,2024,203.96
garlic,11,2024,240.81
garlic,12,2024,228.09
ginger,1,2000,37.81
ginger,2,2000,35.79
ginger,3,2000,29.6
ginger,4,2000,23.94
ginger,5,2000,32.32
ginger,6,2000,26.92
ginger,7,2000,29.01
ginger,8,2000,33.32
ginger,9,2000,41.29
ginger,10,2000,24.08
ginger,11,2000,27.22
ginger,12,2000,35.32
ginger,1,2001,41.05
ginger,2,2001,24.73
ginger,3,2001,31.78
ginger,4,2001,34.15
ginger,5,2001,23.72
ginger,6,2001,34.25
ginger,7,2001,53.07
ginger,8,2001,36.32
ginger,9,2001,43.96
ginger,10,2001,31.15
ginger,11,2001,37.37
ginger,12,2001,31.41
ginger,1,2002,61.43
ginger,2,2002,45.17
ginger,3,2002,53.78
ginger,4,2002,50.05
ginger,5,2002,43.32
ginger,6,2002,43.42
ginger,7,2002,50.39
ginger,8,2002,40.05
ginger,9,2002,55.67
ginger,10,2002,48.55
ginger,11,2002,56.16
ginger,12,2002,45.74
ginger,1,2003,44.75
ginger,2,2003,41.68
ginger,3,2003,39.04
ginger,4,2003,32.54
ginger,5,2003,42.31
ginger,6,2003,36.58
ginger,7,2003,50.43
ginger,8,2003,34.05
ginger,9,2003,35.89
ginger,10,2003,54.4
ginger,11,2003,40.02
ginger,12,2003,45.15
ginger,1,2004,31.16
ginger,2,2004,36.59
ginger,3,2004,26.72
ginger,4,2004,29.17
ginger,5,2004,21.89
ginger,6,2004,29.66
ginger,7,2004,37.15
ginger,8,2004,35.46
ginger,9,2004,46.49
ginger,10,2004,37.89
ginger,11,2004,33.86
ginger,12,2004,41.66
ginger,1,2005,43.87
ginger,2,2005,42.48
ginger,3,2005,26.47
ginger,4,2005,39.45
ginger,5,2005,33.94
ginger,6,2005,34.69
ginger,7,2005,46.3
ginger,8,2005,50.06
ginger,9,2005,55.04
ginger,10,2005,42.27
ginger,11,2005,54.8
ginger,12,2005,54.56
ginger,1,2006,49.03
ginger,2,2006,52.57
ginger,3,2006,45.18
ginger,4,2006,51.82
ginger,5,2006,33.65
ginger,6,2006,32.74
ginger,7,2006,39.47
ginger,8,2006,47.38
ginger,9,2006,41.97
ginger,10,2006,59.84
ginger,11,2006,62.7
ginger,12,2006,49.85
ginger,1,2007,50.64
ginger,2,2007,47.77
ginger,3,2007,46.55
ginger,4,2007,34.16
ginger,5,2007,35.66
ginger,6,2007,40.2
ginger,7,2007,57.57
ginger,8,2007,67.96
ginger,9,2007,54.41
ginger,10,2007,44.56
ginger,11,2007,43.72
ginger,12,2007,44.26
ginger,1,2008,56.7
ginger,2,2008,61.79
ginger,3,2008,53.69
ginger,4,2008,54.88
ginger,5,2008,44.17
ginger,6,2008,60.24
ginger,7,2008,63.95
ginger,8,2008,43.84
ginger,9,2008,74.72
ginger,10,2008,73.43
ginger,11,2008,61.87
ginger,12,2008,54.99
ginger,1,2009,84.02
ginger,2,2009,97.99
ginger,3,2009,66.47
ginger,4,2009,57.15
ginger,5,2009,69.04
ginger,6,2009,62.04
ginger,7,2009,63.9
ginger,8,2009,85.89
ginger,9,2009,66.47
ginger,10,2009,80.48
ginger,11,2009,87.84
ginger,12,2009,77.11
ginger,1,2010,75.98
ginger,2,2010,76.37
ginger,3,2010,59.82
ginger,4,2010,51.97
ginger,5,2010,54.19
ginger,6,2010,52.69
ginger,7,2010,54.24
ginger,8,2010,79.94
ginger,9,2010,46.24
ginger,10,2010,66.98
ginger,11,2010,76.76
ginger,12,2010,70.58
ginger,1,2011,94.88
ginger,2,2011,69.27
ginger,3,2011,52.69
ginger,4,2011,52.54
ginger,5,2011,51.58
ginger,6,2011,57.29
ginger,7,2011,59.84
ginger,8,2011,60.4
ginger,9,2011,76.33
ginger,10,2011,87.71
ginger,11,2011,64.65
ginger,12,2011,63.42
ginger,1,2012,97.22
ginger,2,2012,88.19
ginger,3,2012,97.22
ginger,4,2012,71.0
ginger,5,2012,76.77
ginger,6,2012,67.11
ginger,7,2012,66.16
ginger,8,2012,88.12
ginger,9,2012,82.44
ginger,10,2012,87.72
ginger,11,2012,79.5
ginger,12,2012,72.3
ginger,1,2013,55.06
ginger,2,2013,38.47
ginger,3,2013,55.15
ginger,4,2013,57.91
ginger,5,2013,55.2
ginger,6,2013,47.48
ginger,7,2013,52.0
ginger,8,2013,68.75
ginger,9,2013,74.08
ginger,10,2013,53.98
ginger,11,2013,59.1
ginger,12,2013,78.15
ginger,1,2014,87.99
ginger,2,2014,80.77
ginger,3,2014,75.22
ginger,4,2014,93.72
ginger,5,2014,43.99
ginger,6,2014,70.67
ginger,7,2014,74.3
ginger,8,2014,68.84
ginger,9,2014,78.43
ginger,10,2014,69.29
ginger,11,2014,95.51
ginger,12,2014,93.81
ginger,1,2015,145.71
ginger,2,2015,80.96
ginger,3,2015,117.91
ginger,4,2015,93.86
ginger,5,2015,88.68
ginger,6,2015,109.72
ginger,7,2015,111.77
ginger,8,2015,102.39
ginger,9,2015,92.72
ginger,10,2015,121.78
ginger,11,2015,85.09
ginger,12,2015,85.97
ginger,1,2016,91.15
ginger,2,2016,62.25
ginger,3,2016,68.25
ginger,4,2016,48.25
ginger,5,2016,65.84
ginger,6,2016,64.91
ginger,7,2016,84.09
ginger,8,2016,98.35
ginger,9,2016,93.42
ginger,10,2016,86.38
ginger,11,2016,82.55
ginger,12,2016,95.5
ginger,1,2017,108.73
ginger,2,2017,116.6
ginger,3,2017,59.16
ginger,4,2017,101.17
ginger,5,2017,81.59
ginger,6,2017,85.34
ginger,7,2017,111.46
ginger,8,2017,125.98
ginger,9,2017,119.43
ginger,10,2017,96.48
ginger,11,2017,99.71
ginger,12,2017,102.71
ginger,1,2018,114.2
ginger,2,2018,80.55
ginger,3,2018,100.17
ginger,4,2018,99.36
ginger,5,2018,68.41
ginger,6,2018,102.17
ginger,7,2018,133.74
ginger,8,2018,136.75
ginger,9,2018,116.2
ginger,10,2018,87.08
ginger,11,2018,96.82
ginger,12,2018,121.26
ginger,1,2019,143.51
ginger,2,2019,156.21
ginger,3,2019,112.64
ginger,4,2019,117.63
ginger,5,2019,110.62
ginger,6,2019,122.0
ginger,7,2019,110.17
ginger,8,2019,158.12
ginger,9,2019,188.45
ginger,10,2019,153.61
ginger,11,2019,146.04
ginger,12,2019,116.99
ginger,1,2020,100.05
ginger,2,2020,77.94
ginger,3,2020,88.12
ginger,4,2020,87.12
ginger,5,2020,91.67
ginger,6,2020,60.48
ginger,7,2020,113.47
ginger,8,2020,116.85
ginger,9,2020,146.26
ginger,10,2020,100.63
ginger,11,2020,89.56
ginger,12,2020,109.33
ginger,1,2021,155.18
ginger,2,2021,134.51
ginger,3,2021,94.22
ginger,4,2021,126.27
ginger,5,2021,124.17
ginger,6,2021,149.57
ginger,7,2021,154.38
ginger,8,2021,159.52
ginger,9,2021,129.69
ginger,10,2021,101.2
ginger,11,2021,93.89
ginger,12,2021,148.4
ginger,1,2022,142.01
ginger,2,2022,152.77
ginger,3,2022,137.97
ginger,4,2022,124.95
ginger,5,2022,115.82
ginger,6,2022,163.11
ginger,7,2022,202.57
ginger,8,2022,193.84
ginger,9,2022,184.1
ginger,10,2022,195.85
ginger,11,2022,168.9
ginger,12,2022,197.62
ginger,1,2023,130.03
ginger,2,2023,155.27
ginger,3,2023,138.99
ginger,4,2023,109.32
ginger,5,2023,166.56
ginger,6,2023,194.44
ginger,7,2023,192.65
ginger,8,2023,148.47
ginger,9,2023,209.87
ginger,10,2023,162.67
ginger,11,2023,231.79
ginger,12,2023,148.97
ginger,1,2024,166.22
ginger,2,2024,142.97
ginger,3,2024,149.23
ginger,4,2024,121.56
ginger,5,2024,139.47
ginger,6,2024,126.4
ginger,7,2024,181.94
ginger,8,2024,180.72
ginger,9,2024,196.25
ginger,10,2024,167.12
ginger,11,2024,201.63
ginger,12,2024,173.86
grapes,1,2000,43.83
grapes,2,2000,35.61
grapes,3,2000,25.16
grapes,4,2000,25.63
grapes,5,2000,22.58
grapes,6,2000,26.82
grapes,7,2000,26.11
grapes,8,2000,33.5
grapes,9,2000,42.74
grapes,10,2000,38.65
grapes,11,2000,48.76
grapes,12,2000,36.95
grapes,1,2001,46.64
grapes,2,2001,35.76
grapes,3,2001,23.92
grapes,4,2001,28.42
grapes,5,2001,19.41
grapes,6,2001,23.9
grapes,7,2001,30.53
grapes,8,2001,40.1
grapes,9,2001,47.69
grapes,10,2001,57.35
grapes,11,2001,49.71
grapes,12,2001,48.41
grapes,1,2002,49.37
grapes,2,2002,47.7
grapes,3,2002,34.73
grapes,4,2002,34.91
grapes,5,2002,32.73
grapes,6,2002,38.27
grapes,7,2002,36.8
grapes,8,2002,52.89
grapes,9,2002,67.49
grapes,10,2002,51.55
grapes,11,2002,66.88
grapes,12,2002,56.59
grapes,1,2003,48.31
grapes,2,2003,42.02
grapes,3,2003,39.46
grapes,4,2003,29.19
grapes,5,2003,26.89
grapes,6,2003,32.44
grapes,7,2003,43.11
grapes,8,2003,44.76
grapes,9,2003,52.43
grapes,10,2003,44.4
grapes,11,2003,45.97
grapes,12,2003,47.51
grapes,1,2004,36.36
grapes,2,2004,33.26
grapes,3,2004,29.75
grapes,4,2004,35.45
grapes,5,2004,26.07
grapes,6,2004,27.93
grapes,7,2004,38.38
grapes,8,2004,37.57
grapes,9,2004,49.62
grapes,10,2004,43.18
grapes,11,2004,47.77
grapes,12,2004,38.94
grapes,1,2005,53.69
grapes,2,2005,46.59
grapes,3,2005,41.76
grapes,4,2005,38.65
grapes,5,2005,30.63
grapes,6,2005,30.8
grapes,7,2005,46.47
grapes,8,2005,47.84
grapes,9,2005,56.11
grapes,10,2005,63.5
grapes,11,2005,58.88
grapes,12,2005,66.26
grapes,1,2006,48.27
grapes,2,2006,57.11
grapes,3,2006,43.43
grapes,4,2006,43.32
grapes,5,2006,30.22
grapes,6,2006,33.68
grapes,7,2006,47.75
grapes,8,2006,52.48
grapes,9,2006,63.45
grapes,10,2006,69.59
grapes,11,2006,55.49
grapes,12,2006,56.2
grapes,1,2007,45.34
grapes,2,2007,54.55
grapes,3,2007,40.91
grapes,4,2007,42.25
grapes,5,2007,37.0
grapes,6,2007,40.27
grapes,7,2007,57.23
grapes,8,2007,63.87
grapes,9,2007,64.59
grapes,10,2007,75.06
grapes,11,2007,76.71
grapes,12,2007,68.21
grapes,1,2008,50.89
grapes,2,2008,45.15
grapes,3,2008,45.51
grapes,4,2008,31.17
grapes,5,2008,33.37
grapes,6,2008,43.28
grapes,7,2008,55.36
grapes,8,2008,67.3
grapes,9,2008,68.05
grapes,10,2008,91.27
grapes,11,2008,77.93
grapes,12,2008,69.41
grapes,1,2009,80.7
grapes,2,2009,56.95
grapes,3,2009,73.75
grapes,4,2009,56.57
grapes,5,2009,44.81
grapes,6,2009,50.72
grapes,7,2009,72.48
grapes,8,2009,73.06
grapes,9,2009,77.85
grapes,10,2009,94.51
grapes,11,2009,107.61
grapes,12,2009,59.05
grapes,1,2010,64.7
grapes,2,2010,69.8
grapes,3,2010,56.92
grapes,4,2010,54.48
grapes,5,2010,48.71
grapes,6,2010,53.02
grapes,7,2010,65.61
grapes,8,2010,61.91
grapes,9,2010,72.55
grapes,10,2010,77.1
grapes,11,2010,86.61
grapes,12,2010,66.16
grapes,1,2011,69.59
grapes,2,2011,66.18
grapes,3,2011,52.94
grapes,4,2011,58.48
grapes,5,2011,48.01
grapes,6,2011,43.6
grapes,7,2011,60.25
grapes,8,2011,78.38
grapes,9,2011,85.26
grapes,10,2011,104.16
grapes,11,2011,76.68
grapes,12,2011,87.96
grapes,1,2012,71.68
grapes,2,2012,64.45
grapes,3,2012,52.83
grapes,4,2012,52.88
grapes,5,2012,69.42
grapes,6,2012,64.22
grapes,7,2012,69.23
grapes,8,2012,83.37
grapes,9,2012,100.65
grapes,10,2012,89.82
grapes,11,2012,98.05
grapes,12,2012,106.48
grapes,1,2013,74.06
grapes,2,2013,71.38
grapes,3,2013,48.78
grapes,4,2013,65.25
grapes,5,2013,58.17
grapes,6,2013,46.47
grapes,7,2013,67.02
grapes,8,2013,78.28
grapes,9,2013,96.89
grapes,10,2013,87.24
grapes,11,2013,96.96
grapes,12,2013,96.72
grapes,1,2014,85.97
grapes,2,2014,88.76
grapes,3,2014,70.19
grapes,4,2014,60.1
grapes,5,2014,58.04
grapes,6,2014,76.87
grapes,7,2014,73.2
grapes,8,2014,81.79
grapes,9,2014,105.28
grapes,10,2014,115.96
grapes,11,2014,96.97
grapes,12,2014,95.89
grapes,1,2015,114.69
grapes,2,2015,85.05
grapes,3,2015,87.54
grapes,4,2015,74.9
grapes,5,2015,82.82
grapes,6,2015,62.05
grapes,7,2015,105.03
grapes,8,2015,95.36
grapes,9,2015,114.48
grapes,10,2015,148.35
grapes,11,2015,97.67
grapes,12,2015,105.31
grapes,1,2016,72.36
grapes,2,2016,74.36
grapes,3,2016,52.88
grapes,4,2016,63.56
grapes,5,2016,63.35
grapes,6,2016,61.23
grapes,7,2016,76.95
grapes,8,2016,96.96
grapes,9,2016,109.53
grapes,10,2016,134.91
grapes,11,2016,107.45
grapes,12,2016,84.73
grapes,1,2017,122.65
grapes,2,2017,97.88
grapes,3,2017,67.36
grapes,4,2017,77.18
grapes,5,2017,74.78
grapes,6,2017,75.14
grapes,7,2017,76.88
grapes,8,2017,135.85
grapes,9,2017,113.05
grapes,10,2017,139.5
grapes,11,2017,134.75
grapes,12,2017,118.65
grapes,1,2018,95.04
grapes,2,2018,106.48
grapes,3,2018,78.03
grapes,4,2018,73.9
grapes,5,2018,75.15
grapes,6,2018,62.81
grapes,7,2018,103.52
grapes,8,2018,113.53
grapes,9,2018,100.23
grapes,10,2018,132.25
grapes,11,2018,123.18
grapes,12,2018,88.09
grapes,1,2019,135.43
grapes,2,2019,90.15
grapes,3,2019,78.94
grapes,4,2019,67.58
grapes,5,2019,89.46
grapes,6,2019,53.5
grapes,7,2019,82.34
grapes,8,2019,117.27
grapes,9,2019,135.62
grapes,10,2019,118.92
grapes,11,2019,132.77
grapes,12,2019,116.61
grapes,1,2020,84.81
grapes,2,2020,83.1
grapes,3,2020,77.07
grapes,4,2020,66.9
grapes,5,2020,59.76
grapes,6,2020,79.76
grapes,7,2020,79.29
grapes,8,2020,115.69
grapes,9,2020,115.55
grapes,10,2020,118.13
grapes,11,2020,115.14
grapes,12,2020,106.57
grapes,1,2021,146.86
grapes,2,2021,123.68
grapes,3,2021,93.65
grapes,4,2021,99.16
grapes,5,2021,101.72
grapes,6,2021,95.26
grapes,7,2021,113.33
grapes,8,2021,136.04
grapes,9,2021,157.61
grapes,10,2021,167.86
grapes,11,2021,145.0
grapes,12,2021,145.74
grapes,1,2022,48.0
grapes,2,2022,44.0
grapes,3,2022,40.0
grapes,4,2022,35.0
grapes,5,2022,32.0
grapes,6,2022,38.0
grapes,7,2022,46.0
grapes,8,2022,53.0
grapes,9,2022,62.0
grapes,10,2022,70.0
grapes,11,2022,64.0
grapes,12,2022,57.0
grapes,1,2023,52.0
grapes,2,2023,47.0
grapes,3,2023,42.0
grapes,4,2023,37.0
