crop,district,state,month,year,price,unit,source
pomegranate,Latur,Maharashtra,6,2022,91.56,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,7,2022,96.62,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,8,2022,79.68,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,9,2022,79.51,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,10,2022,73.97,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,11,2022,68.98,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,12,2022,88.78,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,1,2023,80.87,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,2,2023,76.66,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,3,2023,78.38,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,4,2023,84.5,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,5,2023,86.82,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,6,2023,91.94,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,7,2023,99.84,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,8,2023,102.81,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,9,2023,87.11,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,10,2023,85.1,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,11,2023,87.88,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,12,2023,95.85,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,1,2024,90.93,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,2,2024,80.15,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,3,2024,72.2,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,4,2024,87.88,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,5,2024,99.59,kg,AGMARKNET_synthetic
pomegranate,Latur,Maharashtra,6,2024,111.69,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,1,2019,62.71,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,2,2019,51.46,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,3,2019,53.97,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,4,2019,58.98,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,5,2019,66.78,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,6,2019,65.49,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,7,2019,73.36,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,8,2019,67.21,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,9,2019,64.61,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,10,2019,59.73,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,11,2019,67.63,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,12,2019,74.05,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,1,2020,64.29,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,2,2020,56.87,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,3,2020,61.06,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,4,2020,57.46,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,5,2020,65.6,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,6,2020,75.22,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,7,2020,78.84,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,8,2020,75.52,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,9,2020,66.31,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,10,2020,56.95,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,11,2020,63.08,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,12,2020,79.18,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,1,2021,71.8,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,2,2021,65.97,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,3,2021,62.06,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,4,2021,64.02,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,5,2021,72.47,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,6,2021,84.26,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,7,2021,82.73,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,8,2021,76.56,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,9,2021,73.84,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,10,2021,71.99,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,11,2021,71.01,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,12,2021,77.07,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,1,2022,78.79,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,2,2022,70.66,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,3,2022,66.37,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,4,2022,69.2,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,5,2022,71.79,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,6,2022,90.44,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,7,2022,83.03,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,8,2022,81.98,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,9,2022,72.94,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,10,2022,75.59,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,11,2022,76.58,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,12,2022,84.7,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,1,2023,82.61,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,2,2023,79.73,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,3,2023,76.2,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,4,2023,73.96,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,5,2023,85.62,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,6,2023,89.81,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,7,2023,90.39,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,8,2023,89.79,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,9,2023,76.5,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,10,2023,74.75,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,11,2023,82.43,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,12,2023,88.74,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,1,2024,92.94,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,2,2024,78.49,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,3,2024,74.48,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,4,2024,81.77,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,5,2024,89.64,kg,AGMARKNET_synthetic
pomegranate,Osmanabad,Maharashtra,6,2024,107.25,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,1,2019,63.6,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,2,2019,62.2,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,3,2019,64.67,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,4,2019,64.69,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,5,2019,71.58,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,6,2019,77.84,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,7,2019,82.19,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,8,2019,66.9,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,9,2019,65.58,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,10,2019,68.3,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,11,2019,62.84,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,12,2019,73.47,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,1,2020,73.01,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,2,2020,64.53,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,3,2020,55.02,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,4,2020,69.84,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,5,2020,74.94,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,6,2020,83.94,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,7,2020,77.55,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,8,2020,86.03,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,9,2020,83.31,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,10,2020,69.54,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,11,2020,76.59,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,12,2020,84.08,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,1,2021,74.2,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,2,2021,70.91,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,3,2021,66.8,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,4,2021,75.04,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,5,2021,77.53,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,6,2021,85.19,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,7,2021,90.52,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,8,2021,73.41,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,9,2021,75.33,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,10,2021,71.8,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,11,2021,74.8,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,12,2021,88.66,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,1,2022,86.63,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,2,2022,77.82,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,3,2022,71.76,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,4,2022,75.88,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,5,2022,97.04,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,6,2022,95.33,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,7,2022,100.82,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,8,2022,95.66,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,9,2022,84.91,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,10,2022,77.24,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,11,2022,89.13,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,12,2022,97.59,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,1,2023,92.26,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,2,2023,82.72,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,3,2023,76.05,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,4,2023,92.42,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,5,2023,104.09,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,6,2023,103.03,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,7,2023,96.84,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,8,2023,97.72,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,9,2023,89.55,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,10,2023,88.85,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,11,2023,94.64,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,12,2023,107.07,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,1,2024,103.87,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,2,2024,96.68,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,3,2024,88.68,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,4,2024,92.0,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,5,2024,105.35,kg,AGMARKNET_synthetic
pomegranate,Satara,Maharashtra,6,2024,123.16,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,1,2019,20.93,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,2,2019,21.03,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,3,2019,22.33,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,4,2019,23.85,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,5,2019,23.9,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,6,2019,23.21,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,7,2019,22.71,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,8,2019,21.84,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,9,2019,21.68,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,10,2019,22.4,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,11,2019,23.07,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,12,2019,22.69,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,1,2020,22.81,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,2,2020,23.61,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,3,2020,23.4,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,4,2020,24.04,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,5,2020,25.82,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,6,2020,23.32,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,7,2020,23.47,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,8,2020,23.54,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,9,2020,22.81,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,10,2020,23.69,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,11,2020,23.92,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,12,2020,24.43,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,1,2021,24.76,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,2,2021,24.13,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,3,2021,24.73,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,4,2021,26.82,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,5,2021,25.67,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,6,2021,25.4,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,7,2021,24.28,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,8,2021,24.09,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,9,2021,23.44,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,10,2021,25.36,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,11,2021,25.86,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,12,2021,25.31,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,1,2022,24.76,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,2,2022,25.05,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,3,2022,25.75,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,4,2022,34.24,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,5,2022,38.05,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,6,2022,37.7,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,7,2022,28.91,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,8,2022,26.94,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,9,2022,25.46,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,10,2022,25.86,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,11,2022,26.51,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,12,2022,27.07,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,1,2023,27.73,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,2,2023,27.01,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,3,2023,28.21,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,4,2023,29.22,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,5,2023,27.84,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,6,2023,26.55,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,7,2023,27.1,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,8,2023,25.54,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,9,2023,25.12,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,10,2023,27.89,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,11,2023,28.24,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,12,2023,28.36,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,1,2024,28.34,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,2,2024,28.63,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,3,2024,29.08,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,4,2024,29.5,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,5,2024,30.53,kg,AGMARKNET_synthetic
wheat,Pune,Maharashtra,6,2024,29.74,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,1,2019,20.84,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,2,2019,21.27,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,3,2019,22.65,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,4,2019,22.66,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,5,2019,22.61,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,6,2019,21.13,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,7,2019,19.66,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,8,2019,19.69,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,9,2019,20.78,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,10,2019,22.53,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,11,2019,22.32,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,12,2019,21.96,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,1,2020,22.73,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,2,2020,22.94,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,3,2020,22.63,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,4,2020,23.43,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,5,2020,24.06,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,6,2020,23.31,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,7,2020,22.47,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,8,2020,22.28,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,9,2020,21.87,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,10,2020,22.05,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,11,2020,22.12,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,12,2020,22.52,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,1,2021,23.55,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,2,2021,23.07,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,3,2021,24.18,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,4,2021,25.32,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,5,2021,24.79,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,6,2021,23.7,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,7,2021,23.4,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,8,2021,22.72,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,9,2021,23.73,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,10,2021,23.08,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,11,2021,24.53,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,12,2021,24.63,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,1,2022,23.92,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,2,2022,23.45,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,3,2022,25.17,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,4,2022,34.36,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,5,2022,37.53,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,6,2022,36.06,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,7,2022,28.46,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,8,2022,25.31,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,9,2022,25.16,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,10,2022,25.35,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,11,2022,25.04,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,12,2022,24.31,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,1,2023,25.31,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,2,2023,25.84,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,3,2023,26.65,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,4,2023,27.6,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,5,2023,28.05,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,6,2023,26.36,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,7,2023,25.07,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,8,2023,24.4,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,9,2023,25.46,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,10,2023,27.09,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,11,2023,27.88,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,12,2023,26.24,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,1,2024,25.78,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,2,2024,26.52,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,3,2024,27.83,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,4,2024,29.83,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,5,2024,29.89,kg,AGMARKNET_synthetic
wheat,Nashik,Maharashtra,6,2024,27.41,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,1,2019,20.33,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,2,2019,20.46,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,3,2019,20.94,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,4,2019,22.31,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,5,2019,22.4,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,6,2019,21.67,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,7,2019,20.31,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,8,2019,19.93,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,9,2019,20.43,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,10,2019,21.28,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,11,2019,21.19,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,12,2019,20.83,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,1,2020,20.81,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,2,2020,21.43,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,3,2020,22.52,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,4,2020,23.36,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,5,2020,23.93,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,6,2020,22.75,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,7,2020,22.82,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,8,2020,22.03,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,9,2020,22.21,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,10,2020,22.31,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,11,2020,22.64,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,12,2020,22.81,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,1,2021,22.95,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,2,2021,23.03,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,3,2021,23.21,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,4,2021,24.05,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,5,2021,23.61,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,6,2021,23.9,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,7,2021,23.45,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,8,2021,22.99,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,9,2021,22.45,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,10,2021,23.89,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,11,2021,23.56,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,12,2021,23.74,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,1,2022,23.21,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,2,2022,24.55,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,3,2022,24.21,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,4,2022,33.43,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,5,2022,38.33,kg,AGMARKNET_synthetic
wheat,Aurangabad,Maharashtra,6,2022,35.27,kg,AGMARKNET_synthetic
